"Class, on and off the pitch  https://t.co/O7sm2Tsdwl"
New Pfizer Punch Card Lets You Get Free Sub Sandwich Every 10th Booster | The Babylon Bee https://t.co/TVzxBT82QU
Senate votes to overturn Biden vaccine mandate for businesses https://t.co/VtXMpR3mob
@pappou His vaccine mandate is unconstitutional to begin with. Why all the fuss?
"@TheRickyDavila Same. Moderna x3 and so are my parents, but we still mask when we go out to eat or shop."
@rsk10041986 @AConcernedPare2 You have no idea what your talking about.   The jab or any vaccine’s only purpose is… https://t.co/hD4kb3AGCq
"I was told earlier this year, by someone who would certainly know, that the going rate for a fake vaccine card was… https://t.co/oxxVcyBnTv"
Senate rejects Biden's vaccine mandate for businesses https://t.co/AvR7RnKqfT
I was reminded logging in tonight that I know a muckety muck at Pfizer. His posts are currently a lot more interest… https://t.co/KOWfiFAgU6
"Senate passes resolution to defund, repeal Biden vaccine mandate https://t.co/9k8hX2QSzW"
@TonightVMTV @ZaraKing Give the info I’ve had 3 jabs but I’ve no problem with unvaccinated so let’s see the data to… https://t.co/TqIaYDlkw0
@ChuckGrassley Pidgen needs a vaccine dude!
He the same person that one tracked an aids vaccine that never happened and ignored other treatments https://t.co/GcXl0nkgbq
Is The “Workaround” Working? Fourth Court Enjoins Biden Vaccine Mandate – JONATHAN TURLEY https://t.co/yj2rD6E55n
@AngelaVolkov @or_tobie @ryanstruyk How about you do a simple Google search of the history of the Polio vaccine. Yo… https://t.co/do9gY5xcNL
Senate votes to nix Biden's vaccine mandate for businesses https://t.co/0vOQE14FZF
The measure isn't likely to make it through the House of Representatives. https://t.co/1aeHM3lib2
The measure isn't likely to make it through the House of Representatives. https://t.co/rHRvW7eDW0
@deesnider Covid has had zero impact in my world. I have zero interest in a vaccine! Stick it dude. We're not gonna take it! Lol!
"@Stonekettle If these people honestly thought that the vaccine was harmful, maybe they would care about the safety… https://t.co/gsIqCyNIYV"
"THE VACCINE IS THE DISEASE, AND YOU NEED TO KNOW THAT. https://t.co/lsgfikwMd7"
@mmafigtherthe25 @Breaking911 I’m a nut for doing my part to end this pandemic of the unvaccinated? The vaccine is… https://t.co/1QSYA7WkWN
"@dukewindsor388 @Balldon64307120 My approach in general with those who have views different from me, is to just try… https://t.co/LiEHSUnN5o"
"Despite county's COVID-19 ""red"" status, McCracken Co. board votes to go mask optional indoors effective immediately… https://t.co/1dqj4Vlu3o"
@SeanLangille @EWErickson Is this just COVID mandates or ALL vaccine mandates?
I am sick and tired of #democrats being outplayed. McConnell would have never let something this embarrassing come… https://t.co/C59Owj252N
Oldham County School Board: End Discrimination against unvaccinated kids - Covid Vaccine - Oldham County Schools -… https://t.co/MA0pSIWcyd
No one should be forced to choose between getting a vaccine and losing their job.  This mandate puts millions of li… https://t.co/G9Ifw8n2Oo
@TwitterSupport @paraga Here's Francis Collins at NIH saying the federal government owns part of the Moderna vax. M… https://t.co/SFMUI8Qs6e
@MarshaBlackburn Your willingness to lie to citizens about the vaccine wile being vaccinated shows your willingness… https://t.co/YNhfofQGPx
@giggitytoyou @Breaking911 Maybe I should triple mask for now… especially before I get my booster shot. I’m schedul… https://t.co/bPB6oaPslh
"@MrHumanityGives It would be life helpful, like a booster shot 😊🙏🏽🙋🏽‍♀️♥️"
Fuck ur vaccine mandate @JoeBiden
The Senate — with help from at least 2 Democrats — was expected to approve a measure that would nullify Biden's vac… https://t.co/DyHzcFHuni
Proud to stand w/ @SenatorBraun in opposing @POTUS’ unlawful vaccine mandates. Biden's authoritarian command is a f… https://t.co/jwlx3FKgzs
"""Team Pfizer"" is really like ""Heavy Smoker"" .... Decades cut off your lifespan.  :)"
“Vaccines kill more people than they save” “71 times more heart attacks with this vaccine than any other” Start at… https://t.co/ERzqDyslk2
"@BurnItD0wn @andelain38 @KnockOnWoodard @OccupyDemocrats Science doesn't care about what you believe, child- we hav… https://t.co/j270ckx2Yi"
"Tests show omicron 'incompletely escapes' Pfizer vaccine, but booster should restore effectiveness https://t.co/Flke915tns"
@janeelisabethh That’s how I did it. Got the Pfizer booster yesterday with no issues.
"@Heartselector dying over ""VACCINE time"""
@TwitterSupport Remember how you banned me for saying this a week ago? Moderna and Fauci are fighting over ownershi… https://t.co/D61IuEsZpA
Pfizer Will Not Give mRNA Shots To Countries Where They Face Legal Liabilities For Side Effects https://t.co/jEUsrlZTqk @rumblevideo
What could go wrong? Senate votes to repeal key Biden administration vaccine and testing policy https://t.co/fcvjkzgJrN
"Tonight, the Senate voted to overturn President Biden's vaccine mandate for private businesses.  This bipartisan vo… https://t.co/Qf43NMRO6a"
"@AlexHerweh23 Or, maybe not. Since you appear young and healthy. I got Covid twice without a vaccine."
Senate votes to overturn Biden vaccine mandate for businesses https://t.co/JHb75qxDYs
"@IndySpurs I ended up getting my booster, a flu shot and a shingles vaccine within the space of three days, all in… https://t.co/oM6feKkLnW"
@tedcruz vaccine mandates go back to the 1800's. there used to be something in this country called the greater good.
"“Get the vaccine because covid would suck more without it?” Is that your rationale and sales pitch, Alex? GTFOH. https://t.co/IdK3KfO7ss"
"Taking the vaccine, which I believe is safe and effective, is a personal decision that each Tennessean should be al… https://t.co/x8l6L6psnA"
"#BREAKING: Tonight, the U.S. Senate sent a bipartisan message to the White House that they have overstepped and tha… https://t.co/d0yPDNvdj7"
Top Democrat Governor: Biden's Vaccine Mandate Is Causing Problems  https://t.co/wpnMg3Mzdz https://t.co/JdRsNPKVg9
@theDRAMAgoat1 No side effects for me. My arm was sore each time but that’s it. Moderna.
@RichieHayes2 @mdmak33 Without the emergency powers enacted then they would not be able to administer an untried an… https://t.co/ok5N9EkhZd
"“By tracking the evolutionary trajectories of vax-resistant mutations in more than 2.2 million SARS-CoV-2 genomes,… https://t.co/CnPNFRVdEP"
@newsmax I want to see the data used to approve the vaccine before i take a booster.
"The cold weather, Thanksgiving gatherings and a big rebound in holiday travel are all believed to be playing a role… https://t.co/0X3oggDnC1"
Do you think vaccine mandates slow the spread of COVID?  https://t.co/xwXOpQXGCZ https://t.co/0S2a39wMls
Just out in the @NEJM @pfizer booster protects against Delta variant mortality “Participants who received a booster… https://t.co/OZTpvptNI5
@heckyessica My kids pediatrician is very skeptical about the vaccine and doesn’t think the kids should get it. No vax for my kids
"@kysenatepres Why would you not support a raise, hazard pay or bonus to those frontline  essential workers?  These… https://t.co/gcTqtYz5y6"
"🚨🚨🚨 The Senate is now voting to overturn President Biden’s unconstitutional, unwarranted vaccine mandate for privat… https://t.co/qY3DiX59Uh"
@WeOutcheaAgain I was gonna do both but I’m glad I didn’t because that booster shot had me down for a WEEK!
"@bengalsrico I hope whatever needs to happen, happens.  I always make the joke (that I probably shouldn't) that in… https://t.co/p6DwtKNMwE"
@detronizator @BorisJohnson https://t.co/8e2j7vPsCJ There is no scientific evidence for vaccine passports let alone… https://t.co/5lnIN5Al2q
"@McNutcase Trending now: Pfizer’s COVID-19 booster may protect against Omicron, reactions to Marvel Studio's Hawkey… https://t.co/yqCOmJZOlk"
Pfizer stay winning idc https://t.co/J7yDfjNyXp
You are kidding! How on earth did that happen? We have a vaccine!!! https://t.co/LFPXR4l5SI
"@DonaldJTrumpJr @joerogan Joe has done drugs with Mike Tyson but wont take a vaccine, let that sink in 🤣🙃"
@paulfrewDUP I think it is time to put all leaders and governments in prison for Crimes against Humanity if they at… https://t.co/EKVbySbNeZ
"Vaccine mandates are evil, selfish and murderous. They have no basis in science only in a massive power grab. This… https://t.co/mxd24p88Vu"
@dennisbmurphy @seandevereMD And meanwhile cases are reported to be rising &amp; the Govt makes threats of more lockdow… https://t.co/CfupXbkbsa
"@LouisWu1992 @DavidSteadson That question’s also made me wonder, you know how they say people who are vaxxed are in… https://t.co/m2lDcPPTr9"
Vote starting shortly. https://t.co/YwvM84ZLNB
"As the federal vaccine and testing mandate makes it way through the courts, many businesses are in limbo about what… https://t.co/MFNUdVVp0s"
The most sought-after goal in alchemy:   The Philosopher's Stone!  That's how futile finding a vaccine that'll knoc… https://t.co/kIuy1Mae25
@ChristiTerry39 @UtahBlueWave @StewartforUtah I’m not disagreeing that forcing women to carry their children is a p… https://t.co/0PPWEMhGjk
New post: What to Consider When Implementing Vaccine Mandates https://t.co/kOcZsJl3rE
@thehill How horrible. Why won’t they get the vaccine???
Judge blocks last remaining Biden admin COVID vaccine rule  https://t.co/Az5BK6La1z
@Melissa_VA_757 Triple Pfizer for me. Just a sore arm and some fatigue for a day.
Judge blocks last remaining Biden admin COVID vaccine rule https://t.co/Ko7TwhY5lp
@mwebster1971 @jimcramer @pfizer Hmmm seems they added 20 years since they now want to Jab 2 years and up. At first… https://t.co/QaDJ6DazEj
Lovely SONG🇺🇲🇺🇲💕💕💕💕https://t.co/QNv8sGyKSj
@hereslele @TruckerRandy @pjcolbeck @agemaforrnc @KenBorton @madmanmaddock Yeah it isn’t. That’s why I said Pfizer… https://t.co/T9bBiRUIrP
@janeelisabethh You can walk in to a Walmart and get Moderna with no appt. mine hurt but no worse than a flu shot.… https://t.co/Jcy2TckVND
"Doesn't it seem strange to you that with the advent of the vaccine, new variant come with symptoms very similar to… https://t.co/7y1ApNpTL2"
"@WaitingForPerot @Calvincritical @WeHaveNoRights2 Euro vaccine was shown to cause clotting issues, even during tria… https://t.co/VTXZjbZVXS"
Pfizer says booster shot of its vaccine protects against omicron variant https://t.co/GaOoHgIZyw
"@TheLeadCNN @jaketapper @AFieldCNN 6 Weeks Later:  Pfizer: Did we say three?  It’s four, yeah that’s the ticket, fo… https://t.co/2KKkhnMcp5"
"Dang, #pfizer CEO needs a new Ferrari already bc of #Omicron ?  https://t.co/P3mP9PaqDy"
"I’m disappointed in unvaccinated people just as much as the next guy, but this ain’t it.   Now do I think that peop… https://t.co/F8Um2X9gLd"
Government aims to offer all those aged between 30-49 a third dose of the vaccine before Christmas as the booster p… https://t.co/3g5aSxr1ry
The Federal Government has no authority to make anyone choose between getting a vaccine and keeping a job.   Today… https://t.co/TnlvXyukKw
And NO vaccine passports! https://t.co/1e67obsHj7
@Veganspider I had enough of her lol. Basically exclamations about how covid is a hoax and the vaccine is killing p… https://t.co/bASTeXd8gz
@B1KER42 @CovidHse @dillyfloss Why would you give a vaccine to someone with smallpox? You are aware of what a vaccine is ?
Got the booster shot yesterday. My arm is TALKIN to me…but other than that it’s all good. Had no real trouble from the 1st 2 shots either
"Question to any nurses or anyone who knows anything about the pfizer booster, I have a cold atm but am booked to ge… https://t.co/UZPKz2GQh3"
"@Shelly69839779 @RaleighBowman Smoking has finally been band in public places.  Folks with cancer and the like, whi… https://t.co/MCOl7IwNSm"
"So if it were a killed vaccine, which has proven to be less effective (67 to 78% vs 90% + for mRNA) and it loses ef… https://t.co/n1DaPuQftO"
@TonightVMTV @ciaraphelan_ @ZaraKing Pfizer are waiting on a five year follow up study on the risks of myocarditis… https://t.co/Wuz7Dsg0JX
@EricTopol @NEJM I mean  people over 50 should definitely get boosters if not previously infected. But an 18 year o… https://t.co/6nM4OirV6c
"@stevehelmsband @DonaldJTrumpJr Pfizer can’t be prosecuted right now, they are contacted by the government and under government protection…"
"Lawmakers Trying to Challenge Biden's Mandates: 'I'm Pro-Science, Pro-Vaccine, but I'm Anti-Mandate' - https://t.co/lvZ1Fil1Gj"
Pfizer neutralisation data is with pseudotyped virus and is very different to data released by other groups with li… https://t.co/HxrqBdAEPm
@multibleron @h_irish37 @Niall_Boylan And now U are talking utter shite !! U can’t just fob me off as an anti vaxer… https://t.co/MQECDQ7ETA
"@JayinWashington Jay just look at to start with on this vaccine, they were giving kids the same dose as they gave a… https://t.co/xAjLLUv6zW"
"New cases in the U.S. climbed from an average of nearly 95,000 a day on Nov. 22 to almost 119,000 a day this week,… https://t.co/fCm7oOlVt3"
"@JRD0000 Put your own children in danger if you want to, but don’t lecture or advise other parents to trust a Pfizer experiment."
"One can ask does the vaccine stay in your system.Perhaps ,but more importantly can the mRNA be incorporated into yo… https://t.co/ZsEBnjFEec"
Professor Sam McConkey says parents of younger children should want to protect them from #COVID19. https://t.co/K32rP4vY6c
#GetTheBooster - Great news around battling the next variant.   Omicron was able to elude two doses of the Covid-19… https://t.co/XSflsO3WFY
"Biden's vaccine mandate—like so many other of the left’s policies—is about power, controlling more aspects of Ameri… https://t.co/gyC57H0PMc"
"I would like to seriously ask a question about why we, the American people, are allowing the CEO of a ‘for profit’… https://t.co/jGS4QoAOXe"
@TonightVMTV @celoscher Are you referring to the five year follow up study on the risks of myocarditis associated w… https://t.co/lEJVldRTqZ
@YodaRaptor @duttch007 @2200Wave @ShamsCharania You need to work on your reading comprehension skills. He’s talking… https://t.co/YxmqX4ouPQ
Indeed. As it should be. Because the unvaxxed are a menace to society. #karma https://t.co/BDHW8fTqwZ
Pfizer Covid vaccines are tested using fetal cell lines; that shot will never go in my body ever.
"@jholloway83 @janeelisabethh We did the same - Moderna 1, 2, and 3."
@thehill Healthy kids don't need a covid vaccine that's way
"@TheRickyDavila Same here, but with Pfizer."
Senate to vote on challenge to Biden vaccine mandate https://t.co/jfAayEt6Vy
"@multibleron @h_irish37 @Niall_Boylan Until it is an effective vaccine, like the flu jab and other vaccines. Which… https://t.co/WOyphLA7le"
@w_hemsworth @RealRussellMoon Get your vaccine?
@multibleron @h_irish37 @Niall_Boylan No one suggested giving adults 4 jabs either when the vaccine was first rolle… https://t.co/Y8bGP6IQa9
@KrutikaKuppalli Do you know why vaccine production dropped in November by about 500 million doses compared to what… https://t.co/5zLsOLZztO
"@revenantvagrant I don't believe all the horrors of life boil down to something so mundane, like a vaccine mandate.… https://t.co/RROKcKpZy4"
"Call me old fashioned but, I preferred the good old days when scientific results weren't communicated by press release. #Pfizer"
@RaleighBowman I think that will come back around and screw everyone regardless of vaccine status. Bad idea.
"Only Congress can permanently stop @POTUS's unconstitutional, immoral vaccine mandate immediately. Now is our momen… https://t.co/z6d4YsOpgW"
"JoeBiden: Last year, more than half of the schools in America were closed. This year, 99% of schools are back open,… https://t.co/Ssy1kb3a9k"
@WalshFreedom But he questions getting the vaccine. He wants is audience to lose their manly life force?! So weird.
"As you travel, gather indoors, and spend time with family and friends over the holidays, a booster shot is the most… https://t.co/reH6YHCBJd"
Love to see dickheads embarrassed lol. Also anyone sharing vaccine certs or using other people's..just get vaccinat… https://t.co/noZ2cCO3Xu
@philipnolan1 Looks and sounds delicious.  No I'll effects from the moderna yet so.
@aibsherpa @Dempz8 Same as the sars vaccine.
@alexeck @mjsalinger @FrankAsher18 @ashishkjha Your argument is *entirely* speculative. Bottom line: Covid myocardi… https://t.co/tFRcESgm15
"Just so we’re all clear, the latest from the anti vax movement 👇🏻  -every government organised a fake pandemic   -t… https://t.co/Q31JEKyQE5"
No because I'm going to need a shot soon (not the Pfizer kind) https://t.co/s0KMSGQwE1
@campaign4kehoe prove to me that the 'vaccine' has saved one life? I can prove to you that it kills. Shame on you p… https://t.co/4TxwDNT2TW
@CTLOVESMURPHY @KYAgCommish @LeaderMcConnell @RandPaul I buried my father BECAUSE OF THE VACCINE. I BLAME PEOPLE LIKE YOU!!
"Check out photojournalist @_steph_amador 's work, including her latest gallery on the #Moderna at @VUMChealth . She… https://t.co/Nk53Fr7HiY"
@ChristiTerry39 @UtahBlueWave @StewartforUtah If you force someone to get a vaccine you’re doing the same thing
@WillRoche @dfarrell_ucd Taoiseach said yesterday it needs to be given urgency of original vaccine campaign - but t… https://t.co/G3CEvyJW0B
"@hackingbutlegal A ""vaccine"" so effective you have to threaten peoples livelihood to get people to take it! https://t.co/wYjws94y7J"
"Undermined by accusations that his staff partied at Downing Street during a Christmas lockdown last year, Johnson s… https://t.co/I1NqSP0fDB"
"The power of #science... Worldwide mass #vaccination efforts against #COVID19 began 1 year ago (8 December 2020), w… https://t.co/Ch5LwUq3Xq"
@curlywine @Niall_Boylan They get one flu vaccine. Once a year. Not 4 👍🏼
@alexeck @mjsalinger @FrankAsher18 @ashishkjha Myocarditis occurs at higher rates as a result of the virus rather t… https://t.co/Ss1kSzZf35
Halle-Bration is just a few days away on December 10-11th at New Vision United Methodist Church located at 4400 Rea… https://t.co/ViiC69LknV
Pfizer Says COVID Booster Offers Protection Against Omicron https://t.co/234DsvNrKv
Lawmakers threatening to dissolve the Tennessee state medical board over vaccine disinformation policy. 🤯 wow. https://t.co/J5VdWC37oW
Michigan Gov Whitmer: Biden Vaccine Mandate ‘A Problem For All Of Us’ https://t.co/DewFZakDTy https://t.co/0kS5INd9b2
@Seanie4you @LeoVaradkar @MichealMartinTD Load of crap it's to protect who takes it that's all not to use a sick ch… https://t.co/RSHkKfyRjx
@Niall_Boylan A very pointed question with an obvious answer largely as your audience is very polarised towards an… https://t.co/wtDz9FjLHu
"Man, I'm so tired of hearing about this bloody virus... take the vaccine, wear your mask (🙋🏿‍♀️), wash your hands (… https://t.co/XWZX4fR9Vl"
@JohnMurphy51 @WhelanDonnchadh 🤣 the majority of which will tell you to get a bloody vaccine.
@DannieSnyder @Oxfam Before you make such comments you should try to understand why vaccine production dropped by 5… https://t.co/5bU01HzB1B
@CookyMonster91 @Styo28183449 @gavreilly Are you serious you said the outbreaks happened in nursing homes ONLY befo… https://t.co/42mLqhbGhB
You push a vaccine that has taken people's lives @MichealMartinTD https://t.co/5JTfn0A0rz
@jomickane Is their an effective vaccine for stupidity with strong side effects of common sense
@multibleron @Niall_Boylan My child that the risks don’t outweigh the benefit. And that’s my choice. If it can stil… https://t.co/wqFKRqQWmj
Some psycho doctor woman on #TonightVMTV advocating a double jab and a booster shot also for 5 -12 year old kids. 😳
"President Biden’s vaccine mandate is an unconstitutional federal overreach, and my colleagues and I will vote to ov… https://t.co/eT7TwX0IS8"
"OH Jesus, please don't use WhatsApp to roll out vaccine information to parents of school children @ClaireBrockTV. #TonightVMTV"
